gene_id,symbol,entrezid,gene_biotype,Biological Group,,,,,,,,,,,,,,,,,,,,
,,,,LT-HSC,,,LSK,,,PROG,,,CMP,,,GMP,,,MEP,,,LIN,,
ENSMUSG00000102804,RP23-242N11.3,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999984,0,0
ENSMUSG00000102805,RP24-559D1.1,,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102806,Ighv1-19-1,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102809,RP23-78J18.1,,processed_pseudogene,0,0,0,1.00156,0,0,0,1.00279,0,0,0,0,0,0,1.32568,0,1.00102,0,0,0,0
ENSMUSG00000102817,RP23-16I21.1,,unprocessed_pseudogene,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4
ENSMUSG00000102821,Trbv8,,TR_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102824,RP23-411B11.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.713,0,0,0,0,0,0
ENSMUSG00000102826,RP24-372A17.3,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102827,RP23-56B11.5,,transcribed_processed_pseudogene,0,0,0,0,0,0,0,0,2.91366,1.0993,0,0,0,1,5.09792,0,0,1.10906,1.46183,0,0
ENSMUSG00000102829,AC158361.3,,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102832,RP24-374C7.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000102836,RP23-407E2.5,,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102842,RP24-129M10.8,,unprocessed_pseudogene,0,0,0,0,0,0.00301858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102846,RP24-210G2.2,,processed_pseudogene,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102847,RP24-375O5.3,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102848,Ighv5-7,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102849,RP24-373O2.2,,unprocessed_pseudogene,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102851,RP23-317L18.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102853,RP24-399B3.8,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102855,RP24-117N14.4,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102857,RP23-242N11.5,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102859,RP23-20B1.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102866,RP23-404A8.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102870,RP24-128E5.1,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102878,Ighv2-8,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102884,RP23-212H4.4,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102888,Ighv1-11,,IG_V_gene,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
ENSMUSG00000102890,RP24-147G10.2,,processed_pseudogene,0,0,1,0,0,0,0,1.00075,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102891,RP23-21E5.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000102901,Ighv5-1,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102903,Trbv11,,TR_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102905,RP24-300C19.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ENSMUSG00000102906,RP24-129M10.1,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56868,0,0
ENSMUSG00000102908,RP23-159D18.2,,processed_pseudogene,0,1.00096,0,0,2.00191,0,0,0,0,0,1.00081,0,0,1.14879,0,0,1.0011,3.00102,0,0,0
ENSMUSG00000102910,RP23-333D9.11,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102911,RP24-122G9.9,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349804,0.395087,0,0
ENSMUSG00000102913,RP24-455G9.2,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102914,RP24-372I24.3,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00275,0,0,0
ENSMUSG00000102915,WI1-2736D10.3,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
ENSMUSG00000102918,PCDHGB6,93706,protein_coding,0,0,0,0,0,0,0,1,0,0,0,0,2.58291,0,0,0,0,0,1,0,0
ENSMUSG00000102920,Olfr416-ps1,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102922,RP23-284K5.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102928,Ighv1-46,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102932,CH36-500J15.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102933,RP23-199D18.5,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102938,RP23-333L19.1,,lincRNA,0,0,0,0,0,0,0,1.00704,0,0,0,0,0,0,0,0,0,0,0,0,1.00777
ENSMUSG00000102942,Ighv1-33,,IG_V_pseudogene,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102943,RP24-111E3.3,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102944,RP23-157N11.7,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102948,RP23-177A20.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102949,RP23-242N11.9,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102952,Ighv1-25,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102955,Trbv24,,TR_V_pseudogene,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000102957,RP24-120D8.5,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102962,RP23-351J19.5,,IG_C_pseudogene,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000102965,RP24-399J2.1,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102966,RP24-136L1.1,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102972,RP24-400J22.2,,processed_pseudogene,0,1.00455,1.00795,0,0,0,0,0,0,0,0,0,0,0,0,1.00295,1.00361,3.00186,0,0,0
ENSMUSG00000102976,Zc3h11a,,protein_coding,400.185,76.6422,340.33523,333.438,201.59059,380.24289,0.00232477,220.079,380.45823,31.5522,63.7863,107.049,11.952,24.20413,199.411,2.28E-06,83.6587,294.825,428.467,492.97708,431.92435
ENSMUSG00000102984,RP24-390D21.4,,processed_pseudogene,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0
ENSMUSG00000102986,RP24-268H11.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102988,Trbv22,,TR_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102991,Ighv1-40,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102993,RP24-122G9.6,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102998,RP24-66H10.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103003,RP23-285G23.4,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ENSMUSG00000103007,RP24-399B3.10,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103008,RP24-122G9.8,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640838,0
ENSMUSG00000103011,RP23-241J7.2,,processed_pseudogene,0,0,1.20294,1.00145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103018,RP24-194G3.3,,processed_pseudogene,0,0.189046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103019,Ggcx,56316,protein_coding,5.89445,20.2323,14.2798,81.1229,46.1998,15.62136,6.44761,41.0612,60.9678,4.5,21.9182,5.26292,1.49732,14.5955,0,1.99646,12.0801,6.07411,27.0968,17.4498,24.457
ENSMUSG00000103020,RP23-409M14.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000103021,RP23-224G12.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103023,RP24-120I13.3,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103027,RP23-396C13.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103028,RP23-227N19.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103031,RP23-298L2.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
ENSMUSG00000103033,Ighv5-12-4,,IG_V_gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103034,UBC,,protein_coding,6.59633,895.454,89.4543,494.15,1250.98,35.2548,22.4363,161.666,141.099,23.9631,610.519,42.0346,64.2652,804.349,22.6324,19.8944,861.599,15.1183,83.9059,156.666,232.828
ENSMUSG00000103037,Pcdhgb1,93699,protein_coding,0,1.84149,0,0,0,0,0,0,0,3.71629,0,3.70198,0,0,0,0,0,1.8372,0,2.84E-07,0
ENSMUSG00000103042,RP23-45H9.13,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103045,RP24-137C19.2,,processed_pseudogene,0,0,0,0,0.305839,0,0,0,1.05669,0,0,0,0,0,0,0,0.896854,0,0,0,0
ENSMUSG00000103051,RP23-436K7.3,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103058,RP24-122G9.7,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103059,RP23-469D21.2,,processed_pseudogene,10,6,5,4,0,2,0,10.3447,18,2,1,7.10611,0,1,0,1,8.40412,14,18,15.3677,9
ENSMUSG00000103063,RP24-120D8.4,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61E-05,0,0,0
ENSMUSG00000103064,RP24-268H2.5,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103068,ICOS,,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0.309286,0,0,0,0,3.81901,0,0,0,0
ENSMUSG00000103073,RP24-72P6.1,,processed_pseudogene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000103074,RP24-375O5.8,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103078,RP24-499L10.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103081,Pcdhgb8,93705,polymorphic_pseudogene,0,0,28.5254,1.89238,0,0,0,0,0,1.89728,0,0,0,0,0,0,0,3.75158,1.91375,0,0
ENSMUSG00000103084,RP24-435G16.5,,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103086,RP24-122G9.11,,unprocessed_pseudogene,0,0,0,0,0,0.00301858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103088,Pcdhgb6,93703,protein_coding,0,0,0,0,1.85119,0,0,0,0,1.87202,0,0,0,0,0,0.0279673,0,0,0,0,0
ENSMUSG00000103090,RP23-74E8.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103092,Pcdha5,12941,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103095,RP24-211P23.4,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103096,RP24-72B22.2,,processed_pseudogene,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000103098,RP23-469D21.5,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103099,RP24-401H12.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000103104,Riok2,67045,protein_coding,47.7208,33.1199,78.7809,104.145,147.005,94.0355,15.4745,34.7101,105.89,15.1095,26.4118,48.2062,9.00625,16.02,0,17.0074,106.16,193.478,35.3909,52.4765,64.1649
ENSMUSG00000103105,RP23-436K7.2,,transcribed_unprocessed_pseudogene,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3.51212
ENSMUSG00000103110,RP23-82I24.1,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103111,Ighv6-1,,IG_V_pseudogene,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000103112,RP24-355N14.2,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103113,RP23-409M14.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103117,Gm21837,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958792,0,0,0
ENSMUSG00000103120,WI1-2764C4.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103121,Ighv15-1,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000103124,RP24-137C19.6,,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103125,RP23-407E2.6,,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103137,RP23-145F9.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103144,Pcdhga1,93709,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103147,RP23-115I1.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103150,RP24-399N24.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103152,RP23-209N14.6,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103153,RP24-122G9.12,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103154,RP23-121N19.1,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,1.37022,0,0,0,0,0,0,0,0,0
ENSMUSG00000103155,RP23-234G15.1,,processed_pseudogene,0,1.00341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103157,RP23-37C14.9,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103167,RP24-323M2.2,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000103171,DNAJC19,67713,protein_coding,7.13503,12.2059,34.2171,18.6496,10.5186,8.40098,1.18809,2.36968,9.42612,1.24257,2.34551,3.70383,0,8.2854,0,2.37035,7.14732,32.0603,1.17193,4.78,2.37989
ENSMUSG00000103177,RP24-290O13.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103178,RP24-242P4.5,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103180,RP24-429M15.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103184,Ighv5-13,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103185,Ighv5-11,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000103193,RP23-406D2.1,,processed_pseudogene,0,0.145063,0,0,0,0,0,0,0,3.02024,0,0,0,0,0,0.643549,0,0,0,0,0
ENSMUSG00000103198,RP24-374C7.3,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103203,RP23-270B12.15,,IG_D_gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103205,VAMP8,22320,protein_coding,1257.504,5128.9969,2535.4347,2571.4282,4543.0004,2184.0632,575.50029,1470.505,1545.3604,1162.4966,2639.9954,1393.0035,1295.5034,3495.4955,1389.5017,975.99965,3697.1572,1899.0046,614.41272,1115.16508,1324.4954
ENSMUSG00000103206,RP23-245M20.4,,processed_pseudogene,0,0,0,1.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103208,RP24-343J5.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103210,RP23-455B5.6,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103211,RP23-241H7.5,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103218,RP24-399B3.9,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103221,Sprr2c-ps,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103224,RP23-243N8.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103226,RP24-272N10.4,,processed_pseudogene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103229,Dcun1d1,,protein_coding,0,9.82952,1.36298,0,0,0,0,0,0,0,1.67007,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103230,RP23-100P14.3,,processed_pseudogene,0,3,3,4,0,2,0,4,3,0,1,0,0,1,2,0,0,1,2,4,1
ENSMUSG00000103231,RP24-375O5.7,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103235,DHX30,72831,protein_coding,0,0,0,0,0,0,22.5921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103237,RP23-147F6.5,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103239,RP23-242N11.6,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57E-05,0,0
ENSMUSG00000103240,RP23-333D9.3,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000103242,RP23-132G24.3,,processed_pseudogene,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103243,Lce1d,69611,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103245,RP24-61J18.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103249,RP24-550N13.3,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103250,CH36-70P24.2,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103254,Ighv1-15,,IG_V_gene,4,8.25,0,1.11014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103255,PCDHA9,353236,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103257,RP23-167C2.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103260,RP23-292F19.4,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103262,Ighv5-8,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103264,RP23-10I23.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103265,RP23-34E15.3,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103267,RP24-570C24.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103268,AC161246.1,,pseudogene,9.19508,1.06131,0,10.3287,6.1649,0,1,18.2702,20.2316,1,1.03811,0,0,0,0,0,0,2.03813,28.6538,15.1418,13
ENSMUSG00000103269,RP24-75P8.1,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714,0,0,0,0,0,0,0
ENSMUSG00000103271,Ighv4-2,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103274,RP23-270P19.7,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103275,RP24-425N23.1,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103279,RP23-355G8.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103282,RP23-76C20.5,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103286,RP23-36C9.2,,processed_pseudogene,0.0971806,0,0,0.544632,0.563116,0,0,0,0,0,0.0979657,0.130764,0,0,0.236859,0,0.443745,0,0,0,0.0785191
ENSMUSG00000103289,RP24-169M20.1,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103290,Ighv1-23,,IG_V_gene,10,2.75,8,29.1278,74.2335,29,0,0,1,0,0,0,0,0,0,3,0,21,0,1,0
ENSMUSG00000103293,RP24-487F9.1,,processed_pseudogene,2.07131,4.2669,0,5.3012,1.05943,0,0,16.9194,3.31216,1.06145,3.16155,1.01966,0,0,0,1.02295,1.05328,2.0165,4.40285,0,4.2706
ENSMUSG00000103294,RP24-151O6.3,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103295,RP23-272N23.1,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103297,Ighv3-2,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103300,Ighv1-44,,IG_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000103304,RP24-298F19.5,,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,6,0,0,0
ENSMUSG00000103306,RP23-442I7.2,,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103310,PCDHA9,192164,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
